,move_distances,yearly_moves,income_improvement,qol_improvement,cyclical_moves,time_to_next_move,attachment_level,mean_pInitiate,pConsumat,avg_satisfaction,num_uncertain,avg_move_distance,total_moves,satisfaction_levels,utility_changes,total_satisfaction,total_uncertainty,TimeStepsAwayFromHome,AvgDistanceAwayFromHome,FractionMovesHome,TotalDistanceTraveled,NumReturnsToHome,avg_utility_change,mean_attachment,sd_attachment,attachment_form_rate,attachment_decay_rate,initial_attachment,sd_pInitiate
91,[],208.28000000000003,-11725.572384152252,4665.534997367382,0.0,0.0,0.0,0.1,0.6,5.295706127472154,0.0,15.325866671621691,1041.4,[],[],0.0,0.0,504.9649818362974,0.0,0.6264000000000001,0.0,0.0,-4.43206987195157,0.0,0.5,0.01,0.05,0.8,0.2
92,[],337.23999999999995,1378.7238802241507,1447.0664683015953,0.0,0.0,0.0,0.5,0.2,5.773727732203308,0.0,17.10861588876998,1686.2,[],[],0.0,0.0,583.5933501268763,0.0,0.48,0.0,0.0,-4.358915544005438,0.0,0.5,0.01,0.05,0.8,0.05
93,[],206.52000000000004,-1044.5540235979465,8847.691721056497,0.0,0.0,0.0,0.5,0.6,8.012549229299296,0.0,18.1569327487904,1032.6,[],[],0.0,0.0,645.1349320114999,0.0,0.49879999999999997,0.0,0.0,-4.500683570750195,0.0,0.5,0.01,0.05,0.8,0.05
94,[],280.15999999999997,5526.776597536559,10493.532640896254,0.0,0.0,0.0,0.5,0.2,5.957303943973168,0.0,17.30395943815993,1400.8,[],[],0.0,0.0,691.5692445504649,0.0,0.4156000000000001,0.0,0.0,-5.124409495288314,0.0,0.5,0.01,0.05,0.8,0.2
95,[],226.44,1990.110278979181,9492.664011754983,0.0,0.0,0.0,0.5,0.6,6.467716172267697,0.0,18.608914044908797,1132.2,[],[],0.0,0.0,711.9896583659644,0.0,0.4444,0.0,0.0,-5.835440228019115,0.0,0.5,0.01,0.05,0.8,0.2
96,[],65.96000000000001,-6304.593866240248,7349.760891317365,0.0,0.0,0.0,0.1,0.2,4.613369100553703,0.0,18.424793901321006,329.8,[],[],0.0,0.0,490.9687609874827,0.0,0.786,0.0,0.0,-4.942871550890922,0.0,0.5,0.05,0.01,0.2,0.05
97,[],330.88,-21066.709231944173,5626.867282709872,0.0,0.0,0.0,0.1,0.6,3.6781523889215775,0.0,17.60015656409342,1654.4,[],[],0.0,0.0,592.2797123130132,0.0,0.5316,0.0,0.0,-5.681695925219635,0.0,0.5,0.05,0.01,0.2,0.05
98,[],119.75999999999999,-29.649945091549945,6458.021971028762,0.0,0.0,0.0,0.1,0.2,6.621847178342437,0.0,16.712611638820682,598.8,[],[],0.0,0.0,474.8232399278847,0.0,0.7132000000000001,0.0,0.0,-6.043846396104525,0.0,0.5,0.05,0.01,0.2,0.2
99,[],99.96000000000001,-4620.598794817926,-1357.9779281730894,0.0,0.0,0.0,0.1,0.6,5.269365044050904,0.0,17.426639189575038,499.8,[],[],0.0,0.0,393.14612929872254,0.0,0.7504000000000001,0.0,0.0,-3.8711121425002175,0.0,0.5,0.05,0.01,0.2,0.2
100,[],352.88,-28.649254457547613,2011.3833635031933,0.0,0.0,0.0,0.5,0.2,6.423702629122173,0.0,17.176902877512738,1764.4,[],[],0.0,0.0,615.5543855523284,0.0,0.48719999999999997,0.0,0.0,-4.8200848747402505,0.0,0.5,0.05,0.01,0.2,0.05
101,[],195.6,-578.0834833480985,13515.33537453548,0.0,0.0,0.0,0.5,0.6,6.329185725501857,0.0,15.773432860866944,978.0,[],[],0.0,0.0,564.462366696379,0.0,0.5288,0.0,0.0,-5.557287239874153,0.0,0.5,0.05,0.01,0.2,0.05
102,[],255.04000000000002,1225.1613400636195,9421.958201210527,0.0,0.0,0.0,0.5,0.2,6.827408012548695,0.0,16.506486185484672,1275.2,[],[],0.0,0.0,663.497496493208,0.0,0.446,0.0,0.0,-4.675882347189715,0.0,0.5,0.05,0.01,0.2,0.2
103,[],215.8,12164.966717777132,15263.918638437146,0.0,0.0,0.0,0.5,0.6,5.539198066552046,0.0,17.35586496976203,1079.0,[],[],0.0,0.0,669.5310741643267,0.0,0.40680000000000005,0.0,0.0,-6.628259887755476,0.0,0.5,0.05,0.01,0.2,0.2
104,[],176.52,23253.031214089213,21152.309428881672,0.0,0.0,0.0,0.1,0.2,2.70421257381449,0.0,17.82220020551853,882.6,[],[],0.0,0.0,617.5382434277567,0.0,0.5364000000000001,0.0,0.0,-4.363805123395167,0.0,0.5,0.05,0.01,0.8,0.05
105,[],122.28000000000002,-1899.0416312233174,8660.751354801107,0.0,0.0,0.0,0.1,0.6,3.641052342314604,0.0,17.413576731288963,611.4,[],[],0.0,0.0,483.3789884264755,0.0,0.6839999999999999,0.0,0.0,-4.237188258678564,0.0,0.5,0.05,0.01,0.8,0.05
106,[],116.32000000000001,-8566.155773149934,31967.648853426297,0.0,0.0,0.0,0.1,0.2,4.788301510110472,0.0,18.37010235536591,581.6,[],[],0.0,0.0,557.6375030138825,0.0,0.672,0.0,0.0,-6.042065990444087,0.0,0.5,0.05,0.01,0.8,0.2
107,[],137.51999999999998,-2594.2737196149596,7440.979263192732,0.0,0.0,0.0,0.1,0.6,3.325999596196895,0.0,16.951320375852937,687.6,[],[],0.0,0.0,540.6822621236058,0.0,0.656,0.0,0.0,-4.084369725064783,0.0,0.5,0.05,0.01,0.8,0.2
108,[],262.4,1895.974145406571,5746.672653160033,0.0,0.0,0.0,0.5,0.2,5.535127122823613,0.0,17.64293802714959,1312.0,[],[],0.0,0.0,571.6141018056489,0.0,0.5064,0.0,0.0,-6.559973125074137,0.0,0.5,0.05,0.01,0.8,0.05
109,[],307.80000000000007,-2593.1654113344257,3107.471672839866,0.0,0.0,0.0,0.5,0.6,4.620108740810591,0.0,17.009432422942872,1539.0,[],[],0.0,0.0,627.4541175928047,0.0,0.5168,0.0,0.0,-3.652732390554971,0.0,0.5,0.05,0.01,0.8,0.05
110,[],219.08,-5726.7571496059745,7044.646411208394,0.0,0.0,0.0,0.5,0.2,6.147833139163466,0.0,17.979468008304714,1095.4,[],[],0.0,0.0,668.440678916208,0.0,0.5276000000000001,0.0,0.0,-5.567948638211041,0.0,0.5,0.05,0.01,0.8,0.2
111,[],160.12,-6694.784497479809,10979.532262857334,0.0,0.0,0.0,0.5,0.6,5.394400525005645,0.0,17.560577201536226,800.6,[],[],0.0,0.0,565.254751898697,0.0,0.6196,0.0,0.0,-3.8306038074475657,0.0,0.5,0.05,0.01,0.8,0.2
112,[],145.16000000000003,15959.41087592772,46210.502304331094,0.0,0.0,0.0,0.1,0.2,4.534426406548575,0.0,16.480648893621158,725.8,[],[],0.0,0.0,487.3952803156884,0.0,0.5995999999999999,0.0,0.0,-8.069014179143782,0.0,0.5,0.05,0.05,0.2,0.05
113,[],78.16,-10543.269626368216,28674.07280947533,0.0,0.0,0.0,0.1,0.6,4.900015778595335,0.0,17.981283626274966,390.8,[],[],0.0,0.0,483.9280808430359,0.0,0.7212,0.0,0.0,-5.769599930477547,0.0,0.5,0.05,0.05,0.2,0.05
114,[],157.32,1813.1315241366392,6481.338104404169,0.0,0.0,0.0,0.1,0.2,4.133536199540334,0.0,18.636640848084383,786.6,[],[],0.0,0.0,555.5602652927034,0.0,0.5748000000000001,0.0,0.0,-5.194969361932191,0.0,0.5,0.05,0.05,0.2,0.2
115,[],88.52,-5353.707058015122,18597.30243003948,0.0,0.0,0.0,0.1,0.6,5.652551582484021,0.0,17.06332500570269,442.6,[],[],0.0,0.0,532.8030162444053,0.0,0.7172,0.0,0.0,-5.375906092721451,0.0,0.5,0.05,0.05,0.2,0.2
116,[],183.76,3563.9495785804866,13464.042574409323,0.0,0.0,0.0,0.5,0.2,7.936913178927256,0.0,17.102483400040484,918.8,[],[],0.0,0.0,581.4877098621687,0.0,0.5804,0.0,0.0,-4.827840325202673,0.0,0.5,0.05,0.05,0.2,0.05
117,[],230.32,-7148.040694465931,42269.58744171994,0.0,0.0,0.0,0.5,0.6,5.740789689012198,0.0,16.16331153068942,1151.6,[],[],0.0,0.0,645.7079292109393,0.0,0.5344,0.0,0.0,-6.193466030460459,0.0,0.5,0.05,0.05,0.2,0.05
118,[],349.36,-2551.3261252867856,993.3620439392164,0.0,0.0,0.0,0.5,0.2,4.3071430942560625,0.0,17.146387915528948,1746.8,[],[],0.0,0.0,636.2665834695051,0.0,0.4316000000000001,0.0,0.0,-4.850669751759533,0.0,0.5,0.05,0.05,0.2,0.2
119,[],323.23999999999995,-5210.202896736263,11537.448497379572,0.0,0.0,0.0,0.5,0.6,4.851467579214535,0.0,17.357949959750872,1616.2,[],[],0.0,0.0,755.4190669535735,0.0,0.40679999999999994,0.0,0.0,-5.925517347004535,0.0,0.5,0.05,0.05,0.2,0.2
120,[],146.11999999999998,332.42807766209717,1872.0408268901472,0.0,0.0,0.0,0.1,0.2,3.224165109593379,0.0,17.590227729118673,730.6,[],[],0.0,0.0,542.6910912016946,0.0,0.6420000000000001,0.0,0.0,-3.8357698023024653,0.0,0.5,0.05,0.05,0.8,0.05
121,[],69.16,54216.73142026318,42445.645179999156,0.0,0.0,0.0,0.1,0.6,4.7754642527480655,0.0,17.111029149953133,345.8,[],[],0.0,0.0,480.21877367823134,0.0,0.6940000000000001,0.0,0.0,-3.568057563214399,0.0,0.5,0.05,0.05,0.8,0.05
122,[],95.4,5154.8947527344835,1112.9890788303755,0.0,0.0,0.0,0.1,0.2,4.671039300668501,0.0,17.582421620356246,477.0,[],[],0.0,0.0,496.95136813009157,0.0,0.7232000000000001,0.0,0.0,-3.878029765986809,0.0,0.5,0.05,0.05,0.8,0.2
123,[],112.8,1646.9816296068652,2986.9937479142286,0.0,0.0,0.0,0.1,0.6,5.149639454567503,0.0,16.56038467040462,564.0,[],[],0.0,0.0,515.9252549953778,0.0,0.7144,0.0,0.0,-5.298893658321676,0.0,0.5,0.05,0.05,0.8,0.2
124,[],178.8,-796.745865639854,36825.91797135347,0.0,0.0,0.0,0.5,0.2,5.6197780141493405,0.0,17.14612786756733,894.0,[],[],0.0,0.0,585.9834786230365,0.0,0.5336,0.0,0.0,-4.415158949391651,0.0,0.5,0.05,0.05,0.8,0.05
125,[],269.36,-5387.638995953471,13917.507237026264,0.0,0.0,0.0,0.5,0.6,4.235941012108575,0.0,17.33227484110226,1346.8,[],[],0.0,0.0,714.3535399238987,0.0,0.3928,0.0,0.0,-6.339723962177791,0.0,0.5,0.05,0.05,0.8,0.05
126,[],328.96000000000004,-1816.4616330960512,3807.288416698701,0.0,0.0,0.0,0.5,0.2,5.966504016636227,0.0,16.977629396255338,1644.8,[],[],0.0,0.0,632.2665071131872,0.0,0.5172000000000001,0.0,0.0,-4.602661680958714,0.0,0.5,0.05,0.05,0.8,0.2
127,[],180.64000000000001,-595.4862752953514,23264.475288789148,0.0,0.0,0.0,0.5,0.6,5.148463620957019,0.0,17.395121993105015,903.2,[],[],0.0,0.0,622.4837501781715,0.0,0.49400000000000005,0.0,0.0,-8.781398755724435,0.0,0.5,0.05,0.05,0.8,0.2
128,[],221.16000000000003,-7028.446987123423,5895.9944555986785,0.0,0.0,0.5,0.1,0.2,2.82153671488601,0.0,17.74379274291814,1105.8,[],[],0.0,0.0,675.4744682063936,0.0,0.4716,0.0,0.0,-4.6842155682449045,0.5,0.1,0.01,0.01,0.2,0.05
129,[],132.64000000000001,-1811.3028105859407,32651.521314884205,0.0,0.0,0.5,0.1,0.6,5.809526564942682,0.0,17.076485362546485,663.2,[],[],0.0,0.0,546.247507609061,0.0,0.5700000000000001,0.0,0.0,-5.462074456794831,0.5,0.1,0.01,0.01,0.2,0.05
130,[],138.52,-271.0176564234798,5725.4749547792535,0.0,0.0,0.5,0.1,0.2,5.014732652366895,0.0,17.27033875323803,692.6,[],[],0.0,0.0,516.5321083368584,0.0,0.7083999999999999,0.0,0.0,-3.9746247230959995,0.5,0.1,0.01,0.01,0.2,0.2
131,[],83.19999999999999,-560.0069609587206,7873.838570737324,0.0,0.0,0.5,0.1,0.6,4.892606267022304,0.0,19.328714996805864,416.0,[],[],0.0,0.0,521.1409015313558,0.0,0.7272,0.0,0.0,-3.357632243362546,0.5,0.1,0.01,0.01,0.2,0.2
132,[],244.55999999999995,-242.70452893955525,4769.571138036701,0.0,0.0,0.5,0.5,0.2,8.781162446348096,0.0,16.61436314875226,1222.8,[],[],0.0,0.0,532.4574427057876,0.0,0.6368,0.0,0.0,-5.444381960207648,0.5,0.1,0.01,0.01,0.2,0.05
133,[],184.2,-1740.499567656008,3003.7413725384868,0.0,0.0,0.5,0.5,0.6,7.9119154360282575,0.0,17.607081090545865,921.0,[],[],0.0,0.0,463.3061065786327,0.0,0.6848,0.0,0.0,-3.9532926301345426,0.5,0.1,0.01,0.01,0.2,0.05
134,[],313.76,-3052.8973965324517,5677.617424960374,0.0,0.0,0.5,0.5,0.2,6.039921345301101,0.0,17.017621774063862,1568.8,[],[],0.0,0.0,649.5473345811552,0.0,0.4312,0.0,0.0,-4.6165473093552745,0.5,0.1,0.01,0.01,0.2,0.2
135,[],170.76,5128.940540600417,6231.803645567587,0.0,0.0,0.5,0.5,0.6,10.007289130899103,0.0,18.10035494953472,853.8,[],[],0.0,0.0,506.0964431078579,0.0,0.654,0.0,0.0,-4.775899091768122,0.5,0.1,0.01,0.01,0.2,0.2
136,[],105.04,-21285.367379822117,22264.443788618948,0.0,0.0,0.5,0.1,0.2,2.6398207326646927,0.0,16.949229654481474,525.2,[],[],0.0,0.0,516.9220977868008,0.0,0.6456000000000001,0.0,0.0,-5.998625084202367,0.5,0.1,0.01,0.01,0.8,0.05
137,[],164.35999999999999,-14080.545854955291,8198.405208239226,0.0,0.0,0.5,0.1,0.6,2.9606307371748826,0.0,17.720326464598134,821.8,[],[],0.0,0.0,588.7978285138919,0.0,0.5648000000000001,0.0,0.0,-4.226524678414003,0.5,0.1,0.01,0.01,0.8,0.05
138,[],151.28,-3340.3345898725465,23759.77639076492,0.0,0.0,0.5,0.1,0.2,2.632847709921333,0.0,18.33111632984781,756.4,[],[],0.0,0.0,614.4134709242276,0.0,0.5432,0.0,0.0,-8.744656590085706,0.5,0.1,0.01,0.01,0.8,0.2
139,[],167.56,-9477.543172799371,15759.472006297103,0.0,0.0,0.5,0.1,0.6,3.386304922156416,0.0,18.009482847030128,837.8,[],[],0.0,0.0,625.9186359112655,0.0,0.5952,0.0,0.0,-5.654146703474963,0.5,0.1,0.01,0.01,0.8,0.2
140,[],105.08,10243.232309516909,12791.381528811646,0.0,0.0,0.5,0.5,0.2,6.159256755903922,0.0,18.525483223023024,525.4,[],[],0.0,0.0,474.8591063330954,0.0,0.7627999999999999,0.0,0.0,-7.340847358798522,0.5,0.1,0.01,0.01,0.8,0.05
141,[],211.84,-1616.145093724709,2661.087135346752,0.0,0.0,0.5,0.5,0.6,4.577186310920423,0.0,15.975555395528508,1059.2,[],[],0.0,0.0,502.73569302749803,0.0,0.6803999999999999,0.0,0.0,-6.889769033216062,0.5,0.1,0.01,0.01,0.8,0.05
142,[],257.84000000000003,-5788.434037185132,14565.795542418107,0.0,0.0,0.5,0.5,0.2,6.128818911588178,0.0,18.865558601174996,1289.2,[],[],0.0,0.0,705.903850855829,0.0,0.5087999999999999,0.0,0.0,-7.427067349109789,0.5,0.1,0.01,0.01,0.8,0.2
143,[],143.71999999999997,6449.984410071493,9099.19328431904,0.0,0.0,0.5,0.5,0.6,7.453951277697397,0.0,17.858094388388228,718.6,[],[],0.0,0.0,494.4325529057202,0.0,0.7016,0.0,0.0,-5.0732162937237515,0.5,0.1,0.01,0.01,0.8,0.2
144,[],116.28,-18720.401540979867,51065.593955552904,0.0,0.0,0.5,0.1,0.2,4.543970330296659,0.0,20.29889586054632,581.4,[],[],0.0,0.0,658.2714708921728,0.0,0.6308,0.0,0.0,-8.702094773738766,0.5,0.1,0.01,0.05,0.2,0.05
145,[],112.63999999999999,32926.13376280413,30146.124972279784,0.0,0.0,0.5,0.1,0.6,3.8644882902008875,0.0,16.753928345770586,563.2,[],[],0.0,0.0,593.8146967121795,0.0,0.5544,0.0,0.0,-6.890042151620529,0.5,0.1,0.01,0.05,0.2,0.05
146,[],204.64000000000001,-2057.3882652300003,8411.244625802854,0.0,0.0,0.5,0.1,0.2,3.3432460312295214,0.0,19.11211871179112,1023.2,[],[],0.0,0.0,698.5987485410841,0.0,0.4508,0.0,0.0,-6.553120599032253,0.5,0.1,0.01,0.05,0.2,0.2
147,[],123.20000000000002,12979.228134552302,23990.74379122881,0.0,0.0,0.5,0.1,0.6,4.490060340679939,0.0,15.14338655820752,616.0,[],[],0.0,0.0,489.82282537523577,0.0,0.6312,0.0,0.0,-4.5669202414238805,0.5,0.1,0.01,0.05,0.2,0.2
148,[],219.4,-8358.715329836803,23346.358762461365,0.0,0.0,0.5,0.5,0.2,5.171110686573529,0.0,17.505281301615675,1097.0,[],[],0.0,0.0,680.8237621402765,0.0,0.438,0.0,0.0,-4.170984323019495,0.5,0.1,0.01,0.05,0.2,0.05
149,[],174.48,5393.029767597458,11534.193336327662,0.0,0.0,0.5,0.5,0.6,9.401892124323075,0.0,16.409290139786368,872.4,[],[],0.0,0.0,537.7418916485909,0.0,0.5488,0.0,0.0,-4.629358117792746,0.5,0.1,0.01,0.05,0.2,0.05
150,[],309.8,-1181.0360173046918,4177.00081502793,0.0,0.0,0.5,0.5,0.2,5.8463158093668754,0.0,17.18074837013661,1549.0,[],[],0.0,0.0,602.5061006196174,0.0,0.5608000000000001,0.0,0.0,-4.623428831098984,0.5,0.1,0.01,0.05,0.2,0.2
151,[],223.95999999999998,-5024.232793401001,3732.319895456369,0.0,0.0,0.5,0.5,0.6,8.998158938204817,0.0,16.95572036627303,1119.8,[],[],0.0,0.0,573.6457117840898,0.0,0.5744,0.0,0.0,-4.984569908816816,0.5,0.1,0.01,0.05,0.2,0.2
152,[],47.32000000000001,2151.190962281027,2933.2200783738967,0.0,0.0,0.5,0.1,0.2,5.513742598520113,0.0,16.938314540260553,236.6,[],[],0.0,0.0,466.2260567647548,0.0,0.8928,0.0,0.0,-4.493652524514746,0.5,0.1,0.01,0.05,0.8,0.05
153,[],163.56,-5291.166587964935,6904.697179490751,0.0,0.0,0.5,0.1,0.6,2.516244774911777,0.0,16.873104923048782,817.8,[],[],0.0,0.0,515.2595765976153,0.0,0.5836,0.0,0.0,-4.523822534679587,0.5,0.1,0.01,0.05,0.8,0.05
154,[],106.28,-3483.3117660725416,21545.395663498995,0.0,0.0,0.5,0.1,0.2,2.409913379659838,0.0,18.408153906785795,531.4,[],[],0.0,0.0,519.8389423784947,0.0,0.6352,0.0,0.0,-7.107902360647984,0.5,0.1,0.01,0.05,0.8,0.2
155,[],140.56,8765.027434776086,45105.21184651439,0.0,0.0,0.5,0.1,0.6,1.851602232356445,0.0,21.85533749294616,702.8,[],[],0.0,0.0,738.9948586423815,0.0,0.5128000000000001,0.0,0.0,-9.987602082635787,0.5,0.1,0.01,0.05,0.8,0.2
156,[],182.92000000000002,5780.948078225447,19702.94397596574,0.0,0.0,0.5,0.5,0.2,7.876006831137216,0.0,16.853333808179762,914.6,[],[],0.0,0.0,562.9171424151057,0.0,0.544,0.0,0.0,-6.686218724666301,0.5,0.1,0.01,0.05,0.8,0.05
157,[],151.76000000000002,7237.314286703897,11115.952593582717,0.0,0.0,0.5,0.5,0.6,7.6547949942577915,0.0,16.851264279614504,758.8,[],[],0.0,0.0,502.56569589763023,0.0,0.6279999999999999,0.0,0.0,-5.56812048634684,0.5,0.1,0.01,0.05,0.8,0.05
158,[],225.32000000000002,-4092.060305943428,13721.479378603457,0.0,0.0,0.5,0.5,0.2,6.124307941688377,0.0,16.2731386357688,1126.6,[],[],0.0,0.0,562.9928166984078,0.0,0.5448000000000001,0.0,0.0,-7.250517195026563,0.5,0.1,0.01,0.05,0.8,0.2
159,[],179.71999999999997,210.26741634193894,11215.652600774349,0.0,0.0,0.5,0.5,0.6,6.311781771956255,0.0,20.16589275744136,898.6,[],[],0.0,0.0,597.557300209651,0.0,0.6088,0.0,0.0,-6.454368850265707,0.5,0.1,0.01,0.05,0.8,0.2
160,[],122.44000000000001,-2486.79524852955,5106.480046800293,0.0,0.0,0.5,0.1,0.2,4.410736418131288,0.0,16.11392128004385,612.2,[],[],0.0,0.0,515.4904561246614,0.0,0.6896000000000001,0.0,0.0,-5.736570317190119,0.5,0.1,0.05,0.01,0.2,0.05
161,[],87.72,18143.9422661382,50388.46026337217,0.0,0.0,0.5,0.1,0.6,1.4960706553078438,0.0,20.42205904116945,438.6,[],[],0.0,0.0,614.2813002937721,0.0,0.6140000000000001,0.0,0.0,-7.311698144336193,0.5,0.1,0.05,0.01,0.2,0.05
162,[],28.880000000000003,-6064.491559276256,11673.97774637515,0.0,0.0,0.5,0.1,0.2,6.101060452696868,0.0,17.172537580458616,144.4,[],[],0.0,0.0,311.8651046782965,0.0,0.8932,0.0,0.0,-6.331704150960411,0.5,0.1,0.05,0.01,0.2,0.2
163,[],81.39999999999999,-56645.300754924785,31651.283025141776,0.0,0.0,0.5,0.1,0.6,2.245828807860922,0.0,15.334449886017136,407.0,[],[],0.0,0.0,756.1583413037617,0.0,0.6120000000000001,0.0,0.0,-6.452309983027105,0.5,0.1,0.05,0.01,0.2,0.2
164,[],288.0,2188.719500465374,4752.816433471963,0.0,0.0,0.5,0.5,0.2,6.22291476307816,0.0,18.86720231519157,1440.0,[],[],0.0,0.0,650.466694055569,0.0,0.49000000000000005,0.0,0.0,-6.6471875359985,0.5,0.1,0.05,0.01,0.2,0.05
165,[],276.08000000000004,-5191.598649503752,12658.586763798823,0.0,0.0,0.5,0.5,0.6,5.7129616808900705,0.0,15.847054183564035,1380.4,[],[],0.0,0.0,618.8594959739046,0.0,0.4444000000000001,0.0,0.0,-5.690650363510572,0.5,0.1,0.05,0.01,0.2,0.05
166,[],203.72,-7730.009568989213,22355.2664670556,0.0,0.0,0.5,0.5,0.2,6.564206200777757,0.0,17.229149970631198,1018.6,[],[],0.0,0.0,635.9156551580625,0.0,0.534,0.0,0.0,-6.184749199178642,0.5,0.1,0.05,0.01,0.2,0.2
167,[],109.75999999999999,-4741.97513945721,13644.807234280936,0.0,0.0,0.5,0.5,0.6,7.680095316948136,0.0,17.884645815904296,548.8,[],[],0.0,0.0,491.4375646824109,0.0,0.686,0.0,0.0,-7.03040916545226,0.5,0.1,0.05,0.01,0.2,0.2
168,[],68.75999999999999,13872.889196953978,20427.028136616897,0.0,0.0,0.5,0.1,0.2,2.6561401022598226,0.0,17.973994560541918,343.8,[],[],0.0,0.0,468.64912750223937,0.0,0.7612000000000001,0.0,0.0,-6.7883470022142856,0.5,0.1,0.05,0.01,0.8,0.05
169,[],188.68,-5934.19504997632,3103.4043582282693,0.0,0.0,0.5,0.1,0.6,2.7642173039951548,0.0,18.371411120887526,943.4,[],[],0.0,0.0,503.81108742076987,0.0,0.6332000000000001,0.0,0.0,-5.591815030360861,0.5,0.1,0.05,0.01,0.8,0.05
170,[],180.68,30537.767544416965,59068.30993333007,0.0,0.0,0.5,0.1,0.2,1.6216199544810146,0.0,17.681418839293197,903.4,[],[],0.0,0.0,647.3786874837057,0.0,0.48040000000000005,0.0,0.0,-7.607436361415031,0.5,0.1,0.05,0.01,0.8,0.2
171,[],71.12,-19230.093855634597,13520.3816628409,0.0,0.0,0.5,0.1,0.6,4.5651022549640405,0.0,18.29393166384271,355.6,[],[],0.0,0.0,502.9731365545123,0.0,0.704,0.0,0.0,-6.2680467420224115,0.5,0.1,0.05,0.01,0.8,0.2
172,[],215.64000000000001,-5110.469712637001,9689.35582835938,0.0,0.0,0.5,0.5,0.2,5.275900889254521,0.0,17.22444591387002,1078.2,[],[],0.0,0.0,629.8380340707998,0.0,0.5072,0.0,0.0,-5.557979667615724,0.5,0.1,0.05,0.01,0.8,0.05
173,[],238.64000000000001,-1714.728334082049,14678.896760044727,0.0,0.0,0.5,0.5,0.6,4.66184557370647,0.0,16.75416048756231,1193.2,[],[],0.0,0.0,572.7825521689674,0.0,0.5008000000000001,0.0,0.0,-6.194763588885535,0.5,0.1,0.05,0.01,0.8,0.05
174,[],237.52000000000004,-31341.914768094226,32426.660159959294,0.0,0.0,0.5,0.5,0.2,5.4469145377466335,0.0,16.37115187106401,1187.6,[],[],0.0,0.0,580.8039519516144,0.0,0.4692,0.0,0.0,-8.382978967828711,0.5,0.1,0.05,0.01,0.8,0.2
175,[],140.52000000000004,12494.242401309448,12254.073108569311,0.0,0.0,0.5,0.5,0.6,6.120899061290753,0.0,18.434424615264856,702.6,[],[],0.0,0.0,580.7010349080058,0.0,0.6228,0.0,0.0,-8.280103154272272,0.5,0.1,0.05,0.01,0.8,0.2
176,[],199.56,-3259.434756690899,7783.89365573605,0.0,0.0,0.5,0.1,0.2,1.8447199033154547,0.0,18.453562323562718,997.8,[],[],0.0,0.0,586.5958684116115,0.0,0.5136,0.0,0.0,-6.773308127704233,0.5,0.1,0.05,0.05,0.2,0.05
177,[],162.76,-5255.425191316365,229.74762403709965,0.0,0.0,0.5,0.1,0.6,3.3906943511990257,0.0,17.827487206721127,813.8,[],[],0.0,0.0,534.6550859282796,0.0,0.6288,0.0,0.0,-5.371922762588469,0.5,0.1,0.05,0.05,0.2,0.05
178,[],108.44000000000001,22894.572999837972,11183.593792214897,0.0,0.0,0.5,0.1,0.2,5.036407428550296,0.0,18.05978740632195,542.2,[],[],0.0,0.0,480.90722989643655,0.0,0.6888,0.0,0.0,-5.7116256746077685,0.5,0.1,0.05,0.05,0.2,0.2
179,[],158.64000000000001,-885.495828077093,8354.51313332544,0.0,0.0,0.5,0.1,0.6,4.566714272667793,0.0,18.124609411878822,793.2,[],[],0.0,0.0,607.053842191674,0.0,0.7031999999999999,0.0,0.0,-6.182806975170868,0.5,0.1,0.05,0.05,0.2,0.2
180,[],331.72,-5386.031232138132,5264.574171008538,0.0,0.0,0.5,0.5,0.2,5.307125136176704,0.0,17.3535251146513,1658.6,[],[],0.0,0.0,622.0401836270385,0.0,0.46840000000000004,0.0,0.0,-6.661158972030466,0.5,0.1,0.05,0.05,0.2,0.05
181,[],121.64000000000001,2711.6075151595824,1527.190392990929,0.0,0.0,0.5,0.5,0.6,7.645724648171374,0.0,17.288405913232282,608.2,[],[],0.0,0.0,484.1814408831051,0.0,0.742,0.0,0.0,-4.471295319573807,0.5,0.1,0.05,0.05,0.2,0.05
182,[],211.2,463.67392361823977,5143.546386902135,0.0,0.0,0.5,0.5,0.2,6.9636881384327625,0.0,16.603981081116856,1056.0,[],[],0.0,0.0,544.6476802465957,0.0,0.5780000000000001,0.0,0.0,-5.4789490516130845,0.5,0.1,0.05,0.05,0.2,0.2
183,[],153.64000000000001,1705.0721899602315,2440.5921133081565,0.0,0.0,0.5,0.5,0.6,8.369876785692068,0.0,18.254323725020623,768.2,[],[],0.0,0.0,535.4775377628948,0.0,0.7276,0.0,0.0,-3.7632617768872927,0.5,0.1,0.05,0.05,0.2,0.2
184,[],44.480000000000004,-1657.4060964620016,4980.395424299442,0.0,0.0,0.5,0.1,0.2,4.925807757030459,0.0,17.491388578330927,222.4,[],[],0.0,0.0,366.17471434212075,0.0,0.834,0.0,0.0,-4.549112943868372,0.5,0.1,0.05,0.05,0.8,0.05
185,[],127.32000000000001,-16669.057835814114,25165.360634369998,0.0,0.0,0.5,0.1,0.6,2.4991156916864923,0.0,19.112316057089497,636.6,[],[],0.0,0.0,635.7314400606386,0.0,0.5856,0.0,0.0,-7.606747382337176,0.5,0.1,0.05,0.05,0.8,0.05
